id,address,total_spaces,geo_shape,lat,lon
136,Economista Gay - Constitución,20,"{""coordinates"": [-0.37561037166808026, 39.48994138447594], ""type"": ""Point""}",39.48994138447594,-0.37561037166808026
139,Reus - Alquería de la Estrella,15,"{""coordinates"": [-0.38287339995719183, 39.485706374097916], ""type"": ""Point""}",39.485706374097916,-0.38287339995719183
144,Marqués de San Juan - Diputat Lluís Lucía,15,"{""coordinates"": [-0.39548044804080085, 39.4787793569025], ""type"": ""Point""}",39.4787793569025,-0.39548044804080085
174,Monduber - Peset Aleixandre,19,"{""coordinates"": [-0.38664740957644866, 39.489438388167024], ""type"": ""Point""}",39.489438388167024,-0.38664740957644866
175,Juan XXIII - Domingo Gómez,15,"{""coordinates"": [-0.38271239433339566, 39.49258939642365], ""type"": ""Point""}",39.49258939642365,-0.38271239433339566
153,Llano de la Zaidía - Doctor Olóriz,24,"{""coordinates"": [-0.3805912745331588, 39.48305822805289], ""type"": ""Point""}",39.48305822805289,-0.3805912745331588
171,Gran Canaria - Ingeniero Manuel Maese,15,"{""coordinates"": [-0.32900821806202085, 39.483060339803416], ""type"": ""Point""}",39.483060339803416,-0.32900821806202085
172,Pío XII - Campanar,20,"{""coordinates"": [-0.3933454386575609, 39.48146236504626], ""type"": ""Point""}",39.48146236504626,-0.3933454386575609
91,Grabador Jordan - Escultor Pastor,15,"{""coordinates"": [-0.36757337969703135, 39.44412522887422], ""type"": ""Point""}",39.44412522887422,-0.36757337969703135
165,Pavía - Espadán,20,"{""coordinates"": [-0.3245702116150898, 39.471409299035706], ""type"": ""Point""}",39.471409299035706,-0.3245702116150898
104,Albalat dels Tarongers - Paseo Facultades,20,"{""coordinates"": [-0.3472752845405608, 39.478386332978474], ""type"": ""Point""}",39.478386332978474,-0.3472752845405608
177,Alcudia de Crespins - Pedro Patricio Mey,15,"{""coordinates"": [-0.3734883620528129, 39.493545396079504], ""type"": ""Point""}",39.493545396079504,-0.3734883620528129
193,Uruguay - Carteros,20,"{""coordinates"": [-0.386718436578698, 39.45514627443484], ""type"": ""Point""}",39.45514627443484,-0.386718436578698
238,San Jose Artesano - Francisco Morote Greus,15,"{""coordinates"": [-0.39438342966293366, 39.497449418355934], ""type"": ""Point""}",39.497449418355934,-0.39438342966293366
242,La Safor - Maestro Rodrigo,15,"{""coordinates"": [-0.4041974712326189, 39.487907391410516], ""type"": ""Point""}",39.487907391410516,-0.4041974712326189
244,Valle de la Ballestera - Pio Baroja,20,"{""coordinates"": [-0.40613648554970433, 39.47850636088407], ""type"": ""Point""}",39.47850636088407,-0.40613648554970433
246,Tres Cruces - Hospital General,20,"{""coordinates"": [-0.4065094941412157, 39.469090330003425], ""type"": ""Point""}",39.469090330003425,-0.4065094941412157
248,Tres Cruces - Jose Maria Mortes Lerma,20,"{""coordinates"": [-0.40496949382893443, 39.46284030885798], ""type"": ""Point""}",39.46284030885798,-0.40496949382893443
252,Dels Gremis - Campos Crespo,20,"{""coordinates"": [-0.40357449843597065, 39.45028826570709], ""type"": ""Point""}",39.45028826570709,-0.40357449843597065
255,Tomas de Villarroya - San Vicente,18,"{""coordinates"": [-0.38602944085901075, 39.447703249066144], ""type"": ""Point""}",39.447703249066144,-0.38602944085901075
243,Albacete - Maluquer,18,"{""coordinates"": [-0.3845424236611566, 39.46282029901061], ""type"": ""Point""}",39.46282029901061,-0.3845424236611566
245,Nueve de Octubre - Cieza,20,"{""coordinates"": [-0.40527029936434095, 39.47213024806011], ""type"": ""Point""}",39.47213024806011,-0.40527029936434095
249,Tres Cruces - Segunda República Española,15,"{""coordinates"": [-0.4027404883331656, 39.459506295875165], ""type"": ""Point""}",39.459506295875165,-0.4027404883331656
251,Arquitecto Segura del Lago - Camino Nuevo de Picaña,15,"{""coordinates"": [-0.4044134972721287, 39.45583028505104], ""type"": ""Point""}",39.45583028505104,-0.4044134972721287
28,Navarro Reverter - Grabador Esteve,29,"{""coordinates"": [-0.36775135880068294, 39.47158231958138], ""type"": ""Point""}",39.47158231958138,-0.36775135880068294
34,Regne de Valencia - Doctor Sumsi,17,"{""coordinates"": [-0.36996137299092113, 39.46412229654908], ""type"": ""Point""}",39.46412229654908,-0.36996137299092113
36,Plaza de los Fueros - Conde Trenor,25,"{""coordinates"": [-0.3754363798581042, 39.479072348860946], ""type"": ""Point""}",39.479072348860946,-0.3754363798581042
33,Germanías - Ruzafa,20,"{""coordinates"": [-0.37399038562310283, 39.46481830023885], ""type"": ""Point""}",39.46481830023885,-0.37399038562310283
39,Peris y Valero - Cuba,19,"{""coordinates"": [-0.3739313916673185, 39.457854277261184], ""type"": ""Point""}",39.457854277261184,-0.3739313916673185
43,Escultor José Capuz - Oriente,20,"{""coordinates"": [-0.36115334583643566, 39.459477276259406], ""type"": ""Point""}",39.459477276259406,-0.36115334583643566
45,Hermanos Maristas - General Urrutia,15,"{""coordinates"": [-0.36185535292343096, 39.45381925759081], ""type"": ""Point""}",39.45381925759081,-0.36185535292343096
53,Alameda - Pintor Maella,25,"{""coordinates"": [-0.34813930400480075, 39.45676426141678], ""type"": ""Point""}",39.45676426141678,-0.34813930400480075
60,Baleares - Lebón,19,"{""coordinates"": [-0.3517763125261459, 39.46223128102797], ""type"": ""Point""}",39.46223128102797,-0.3517763125261459
65,Av. Puerto - Doctor Manuel Candela,19,"{""coordinates"": [-0.3508373061951808, 39.465516292011046], ""type"": ""Point""}",39.465516292011046,-0.3508373061951808
101,Marino Blas de Lezo (estación Cabañal Adif),30,"{""coordinates"": [-0.3348422811122132, 39.47022899172744], ""type"": ""Point""}",39.47022899172744,-0.3348422811122132
108,Luís Peixó 20,15,"{""coordinates"": [-0.3339152679031098, 39.47382619077011], ""type"": ""Point""}",39.47382619077011,-0.3339152679031098
111,UPV Galileo,30,"{""coordinates"": [-0.3395082613341325, 39.48066419504159], ""type"": ""Point""}",39.48066419504159,-0.3395082613341325
113,UPV Caminos,38,"{""coordinates"": [-0.3436112694462359, 39.48127634089521], ""type"": ""Point""}",39.48127634089521,-0.3436112694462359
115,Cataluña - Doctor Vicente Zaragozá,16,"{""coordinates"": [-0.3521482985209469, 39.481562345598135], ""type"": ""Point""}",39.481562345598135,-0.3521482985209469
119,Jaime Roig - Bachiller,20,"{""coordinates"": [-0.36322633473676447, 39.48252035422283], ""type"": ""Point""}",39.48252035422283,-0.36322633473676447
155,Salamanca - Reina Doña Germana,20,"{""coordinates"": [-0.3630783484267159, 39.46495329574819], ""type"": ""Point""}",39.46495329574819,-0.3630783484267159
186,Benifairó de Valldigna - Joaquín Benlloch,14,"{""coordinates"": [-0.3740153970137416, 39.45039125246078], ""type"": ""Point""}",39.45039125246078,-0.3740153970137416
196,Jerónimo Muñoz - Gaspar Aguilar,15,"{""coordinates"": [-0.3880664379854734, 39.45957528956863], ""type"": ""Point""}",39.45957528956863,-0.3880664379854734
158,Doctor Lluch - Virgen del Sufragio,15,"{""coordinates"": [-0.3277192268301427, 39.46669828513057], ""type"": ""Point""}",39.46669828513057,-0.3277192268301427
162,Armada Española - Mariano Cuber,19,"{""coordinates"": [-0.3297952360224295, 39.46360427573933], ""type"": ""Point""}",39.46360427573933,-0.3297952360224295
183,Ausias March - Av. de la Plata,18,"{""coordinates"": [-0.3722843899417025, 39.45262025913349], ""type"": ""Point""}",39.45262025913349,-0.3722843899417025
197,Fontanars dels Aforins - Jacinto Labaila,15,"{""coordinates"": [-0.39233345436447337, 39.458184286737165], ""type"": ""Point""}",39.458184286737165,-0.39233345436447337
201,Perez Galdós - Nou Moles,20,"{""coordinates"": [-0.39366844724894096, 39.47171233289752], ""type"": ""Point""}",39.47171233289752,-0.39366844724894096
212,Fray Juanípero Serra - Torrente,15,"{""coordinates"": [-0.40039647823746194, 39.46148430130945], ""type"": ""Point""}",39.46148430130945,-0.40039647823746194
213,Archiduque Carlos - José María Mortes Lerma,15,"{""coordinates"": [-0.39697246591763863, 39.463165305912604], ""type"": ""Point""}",39.463165305912604,-0.39697246591763863
215,Músico Ayllón - Francisco Dolz,15,"{""coordinates"": [-0.39674846254882856, 39.46567131414367], ""type"": ""Point""}",39.46567131414367,-0.39674846254882856
217,Pintor Stolz - Nueve de Octubre,25,"{""coordinates"": [-0.40459648652865626, 39.47032833321364], ""type"": ""Point""}",39.47032833321364,-0.40459648652865626
256,Tres Forques - Turís,15,"{""coordinates"": [-0.39223544845537966, 39.46396330656933], ""type"": ""Point""}",39.46396330656933,-0.39223544845537966
270,Ninot - Regino Mas,16,"{""coordinates"": [-0.39288942312141745, 39.50007542649037], ""type"": ""Point""}",39.50007542649037,-0.39288942312141745
261,Plaza Xuquer - Vinalopó,19,"{""coordinates"": [-0.35037729588168837, 39.47667632834523], ""type"": ""Point""}",39.47667632834523,-0.35037729588168837
263,Padre Esteban Pernet - Casa Misericordia,18,"{""coordinates"": [-0.4096445056541294, 39.467043324648515], ""type"": ""Point""}",39.467043324648515,-0.4096445056541294
267,Beniferri - Vicent Tomás Martí,16,"{""coordinates"": [-0.4059294716064297, 39.49416841275147], ""type"": ""Point""}",39.49416841275147,-0.4059294716064297
269,"Campamento, 81",15,"{""coordinates"": [-0.42626353678444817, 39.49990744160243], ""type"": ""Point""}",39.49990744160243,-0.42626353678444817
275,Moreras - Rona de Nazaret,20,"{""coordinates"": [-0.3350652633218127, 39.45230524022502], ""type"": ""Point""}",39.45230524022502,-0.3350652633218127
