id,1,10,100,101,102,103,104,106,107,108,109,11,110,111,112,113,114,115,116,117,118,119,12,120,121,122,123,124,125,126,127,128,129,13,130,131,132,133,134,135,136,137,138,139,14,140,141,142,143,144,145,147,148,149,15,150,151,152,153,154,155,156,157,158,159,16,160,161,162,163,164,165,166,167,169,17,170,171,172,173,174,175,176,177,178,179,18,180,181,182,183,184,185,186,187,188,189,19,190,191,192,193,194,195,196,197,198,199,2,20,200,201,202,203,204,205,206,207,208,209,21,210,211,212,213,214,215,216,217,218,219,22,220,221,222,223,224,225,226,227,228,229,23,230,231,232,233,234,235,236,237,238,239,24,240,241,242,243,244,245,246,247,248,249,25,250,251,252,253,254,255,256,257,258,259,26,260,261,262,263,264,265,266,267,268,269,27,270,271,272,273,274,275,276,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,61,62,63,64,65,66,67,68,69,7,70,71,72,73,74,75,76,77,78,79,8,80,81,82,83,84,85,86,87,88,89,9,90,91,92,93,94,95,96,97,98,99
1,0.0,259.05,971.01,1036.45,855.38,776.18,891.55,954.95,1079.03,1108.45,1112.77,434.44,1106.73,1091.73,995.64,1037.46,908.73,745.45,645.49,627.91,552.67,557.6,560.95,541.64,656.69,767.74,528.13,588.3,658.63,643.88,550.82,512.53,397.71,430.43,344.35,275.71,293.21,235.14,346.63,216.0,332.86,318.13,233.35,185.25,335.73,249.0,105.38,233.21,219.89,380.57,400.61,304.02,411.91,667.72,421.0,766.6,1015.27,625.78,126.34,1229.57,611.41,607.57,422.89,1212.72,1077.22,472.91,999.51,1175.81,1236.38,1370.77,1323.98,1275.68,1203.58,1355.28,1441.55,368.47,1464.21,1350.74,286.01,352.4,318.46,378.13,413.45,431.09,486.1,838.75,442.64,723.71,724.18,769.78,799.05,848.57,849.81,930.6,916.4,1123.83,1079.25,246.02,979.78,913.92,862.36,680.61,538.22,592.76,568.19,622.55,603.07,500.79,169.79,174.29,461.39,354.81,314.37,485.24,386.94,300.75,351.53,700.56,745.43,903.35,274.94,730.98,659.79,730.08,583.45,612.41,580.77,481.87,568.22,427.01,502.8,337.24,421.71,426.6,363.95,457.82,529.24,519.01,435.44,534.14,455.84,406.89,254.82,426.36,487.21,597.08,565.13,543.7,538.89,463.02,447.48,526.93,539.2,283.34,567.09,562.16,539.59,485.53,551.9,584.72,627.15,644.62,697.84,749.74,416.89,744.81,914.95,875.45,819.84,819.82,857.13,490.74,1003.34,1035.27,958.11,339.95,864.92,795.92,832.48,699.45,788.64,639.46,603.18,672.53,1037.64,1118.19,459.49,652.03,592.39,1196.01,1391.73,1459.56,1380.43,1287.82,443.86,502.12,245.48,517.29,546.57,586.38,461.17,522.03,574.84,190.85,655.15,660.18,697.82,351.18,486.28,725.0,865.2,720.55,797.1,852.35,923.12,908.94,963.72,951.45,288.92,1057.65,1176.62,1031.88,970.04,857.86,910.92,1011.77,674.7,376.08,748.41,180.39,821.92,893.15,980.22,648.38,717.1,762.36,863.56,1087.4,933.11,982.88,283.78,476.76,1090.04,879.52,902.13,770.56,793.06,932.25,492.74,608.45,617.25,478.12,488.88,487.17,144.65,394.79,1087.02,468.89,713.67,493.19,492.93,558.08,344.94,590.89,999.44,635.07,885.05,757.56,914.3,787.79,928.83,820.36,950.07
10,259.05,0.0,1050.18,1114.63,934.54,875.5,977.74,1041.14,1158.19,1187.61,1212.09,238.12,1228.03,1191.05,1094.96,1136.78,1008.06,806.86,708.26,676.38,627.43,689.32,364.63,763.06,823.89,829.16,762.57,822.73,893.07,878.31,785.26,746.97,632.14,438.66,578.78,510.14,527.65,469.57,581.06,450.43,567.3,552.57,467.78,419.68,139.41,483.43,339.81,467.64,351.58,483.03,532.3,130.47,215.6,471.4,224.68,739.71,988.38,429.46,360.77,1213.64,451.51,411.25,226.58,1185.83,1050.32,317.68,972.62,1148.92,1209.48,1343.88,1276.79,1354.84,1282.74,1454.6,1540.88,172.15,1563.53,1450.06,417.69,586.83,552.89,612.56,647.88,665.53,720.54,642.43,246.33,527.4,527.86,573.46,602.73,652.25,653.49,734.28,720.09,927.51,882.93,283.96,783.46,717.6,666.05,484.29,341.91,396.44,371.87,426.24,406.75,304.47,404.22,212.24,265.07,300.1,352.31,719.67,621.37,535.18,585.96,504.24,549.12,707.04,220.23,534.66,463.48,533.76,387.14,490.77,384.45,395.73,532.05,372.3,549.27,124.09,402.05,518.5,455.84,549.72,638.85,753.44,669.87,768.57,690.27,641.32,134.03,660.8,721.65,831.51,799.56,778.14,773.33,697.45,681.92,761.36,773.63,87.02,801.52,796.6,774.02,289.21,643.8,561.71,536.9,529.48,576.2,581.57,220.58,548.49,718.63,679.14,623.52,623.51,660.81,294.42,807.03,838.95,761.79,143.64,756.71,876.88,726.82,593.79,756.72,596.63,837.61,906.97,1272.07,1352.63,263.17,886.46,826.83,1317.3,1260.86,1271.1,1191.98,1260.93,379.45,427.87,318.01,358.95,470.57,390.06,264.85,325.72,378.52,425.28,458.83,463.86,501.5,471.66,289.97,528.69,615.87,524.23,600.78,656.03,726.81,720.49,767.4,755.14,509.43,869.2,988.16,843.42,781.59,669.41,769.43,853.68,554.12,179.77,627.23,86.47,700.74,771.97,859.05,621.49,690.21,735.47,836.67,966.22,906.22,955.99,242.49,280.44,1063.15,852.62,875.23,743.66,766.16,899.9,727.18,581.56,655.65,337.07,492.99,537.49,186.72,550.4,1071.64,624.5,517.35,567.95,567.69,632.84,431.35,639.35,803.13,713.25,963.22,842.77,1013.63,865.96,1007.99,793.47,1028.25
100,971.01,1050.18,0.0,97.5,229.6,370.13,292.2,186.37,115.64,145.07,243.3,895.18,356.37,345.47,276.54,462.81,406.17,442.21,538.24,414.63,511.43,560.73,846.29,593.04,653.87,533.34,675.19,689.72,742.64,796.39,806.42,768.13,725.1,776.96,739.62,814.48,755.56,921.67,782.66,852.53,876.72,954.67,984.4,948.15,966.38,1112.5,1037.33,1165.16,1151.85,1312.53,1332.57,1007.3,852.47,631.12,884.11,328.98,233.34,865.03,935.48,266.18,733.88,1050.43,1133.25,333.52,254.95,746.8,132.09,207.89,330.19,404.96,360.6,312.3,240.19,355.73,442.0,897.2,567.76,445.63,1217.96,1226.84,1078.8,1031.09,947.56,937.28,844.81,866.55,803.85,912.6,855.3,958.67,976.05,813.21,941.89,1041.48,984.37,1164.04,1168.54,1192.42,1158.48,1102.81,1051.25,1352.43,1161.37,1215.91,1240.01,1361.08,1341.59,1239.31,990.86,1120.69,1199.91,1324.03,1271.77,1348.74,1250.45,1164.26,1173.62,1372.38,1417.26,1488.02,1255.16,1469.5,1398.32,1468.6,1321.98,1425.61,1319.3,1330.57,1466.9,1353.42,1484.11,1169.47,1353.67,1358.55,1295.9,1389.78,1431.7,1382.51,1298.95,1397.64,1319.35,1253.16,1121.48,1203.48,985.92,916.05,981.63,1049.89,986.36,1039.15,1259.19,1328.09,1385.47,1059.56,1430.59,1425.67,1403.09,1108.68,1483.86,1496.55,1471.74,1464.32,1511.04,1516.42,1155.42,1483.33,1653.48,1613.98,1558.36,1333.86,1291.4,1229.27,1400.12,1432.05,1472.14,1068.23,1691.55,289.26,1661.66,1528.63,1691.57,1531.47,1466.69,1536.04,1891.32,1971.88,1082.64,1423.29,1285.15,362.16,669.5,750.3,665.19,476.2,684.77,658.36,1137.12,754.48,669.04,770.15,904.03,832.65,732.59,801.71,724.62,817.06,896.8,924.36,876.28,794.47,712.12,705.9,794.39,758.23,714.18,610.99,743.4,769.81,704.16,608.17,727.14,564.45,480.85,522.13,418.73,468.34,569.97,999.23,485.32,1073.92,450.45,406.57,392.22,518.61,465.23,390.05,293.43,424.63,286.2,279.54,1077.22,769.73,367.81,245.87,228.0,384.81,293.65,139.31,644.91,423.39,430.07,827.99,514.64,492.68,1091.05,630.74,148.07,543.66,1345.27,485.01,508.53,464.45,695.28,432.0,997.37,363.33,155.0,269.58,336.08,199.94,121.45,300.58,79.37
101,1092.44,1171.6,129.06,0.0,351.03,491.56,368.86,263.03,180.97,101.96,200.2,1016.6,377.86,423.04,382.29,547.72,491.07,518.87,659.67,536.06,632.86,682.16,967.71,714.47,775.3,610.0,796.62,811.15,864.07,887.14,927.85,889.56,846.53,898.39,861.05,935.9,876.99,1043.1,904.09,973.96,998.14,1076.1,1105.83,1069.57,1087.81,1233.93,1158.76,1286.59,1273.27,1433.95,1453.99,1128.72,973.9,756.16,1005.54,454.02,248.53,990.06,1056.91,202.24,855.31,1088.66,1254.68,348.71,270.14,868.23,208.94,219.39,345.39,432.43,296.65,248.36,176.25,291.79,378.06,1018.63,503.82,402.52,1339.39,1348.27,1200.23,1152.52,1068.99,1058.71,966.23,991.59,925.28,1037.64,980.34,1083.7,1101.08,938.25,1066.93,1166.52,1082.82,1262.49,1266.99,1313.85,1256.94,1227.84,1176.29,1473.86,1282.8,1337.33,1361.43,1482.51,1463.02,1360.74,1112.28,1242.12,1321.34,1445.46,1393.19,1470.17,1371.87,1285.68,1295.05,1493.81,1538.68,1586.47,1376.58,1590.93,1519.74,1590.03,1443.41,1547.04,1440.72,1452.0,1588.32,1474.85,1605.54,1290.9,1475.09,1479.98,1417.32,1511.2,1553.13,1503.94,1420.37,1519.07,1440.77,1374.59,1242.9,1324.9,1107.34,1012.22,1072.39,1171.32,1107.79,1160.58,1380.62,1449.52,1506.9,1180.99,1552.02,1547.1,1524.52,1230.11,1605.28,1617.98,1593.17,1585.75,1632.47,1637.84,1276.85,1604.76,1774.9,1735.41,1679.79,1432.31,1389.85,1350.69,1498.57,1530.49,1570.59,1189.65,1812.98,410.69,1783.09,1650.06,1812.99,1652.9,1588.12,1657.47,2012.74,2093.3,1204.07,1544.71,1406.58,319.05,684.7,765.49,680.38,491.39,806.2,779.79,1258.55,875.91,790.46,891.58,1025.46,957.69,857.62,923.13,849.65,942.1,1021.84,1045.79,997.71,919.51,837.16,830.94,919.43,883.26,839.22,736.02,841.85,868.26,825.58,706.62,825.59,579.65,579.3,647.17,525.88,483.53,695.0,1120.66,610.36,1195.34,557.6,513.72,407.42,643.64,590.27,497.2,400.59,439.82,359.61,294.73,1198.65,891.16,383.01,366.1,304.86,505.05,413.88,259.55,766.33,543.63,551.5,949.42,636.07,614.1,1212.48,752.17,163.26,665.08,1466.69,606.43,629.95,585.88,816.7,553.42,1095.82,484.76,275.24,391.0,442.25,320.18,242.88,420.81,189.52
102,836.69,917.65,229.6,319.42,0.0,235.81,106.87,162.65,262.9,287.81,339.17,762.65,358.46,318.14,189.37,313.11,256.46,256.88,358.04,280.31,377.11,426.41,713.76,433.48,484.84,348.0,540.87,555.4,583.21,611.05,672.09,633.81,590.78,644.44,605.29,680.15,621.24,787.35,648.33,718.21,742.39,820.35,850.08,813.82,833.85,978.18,903.01,1030.84,1017.52,1178.2,1198.24,874.77,719.94,466.63,751.58,248.5,455.26,700.53,801.16,411.22,601.35,917.91,1000.73,555.43,476.87,614.27,345.09,429.8,552.11,641.41,505.63,457.33,385.23,581.68,667.96,764.67,690.62,577.15,1083.64,1092.52,944.48,896.77,813.24,802.96,710.48,786.08,671.33,748.1,690.8,794.17,895.57,732.74,861.42,961.0,928.01,1144.18,1148.68,1058.1,1036.45,938.31,886.75,1219.91,1028.85,1083.38,1107.48,1228.55,1209.07,1106.78,856.53,986.37,1067.39,1191.5,1137.44,1214.42,1116.12,1029.93,1039.3,1239.85,1284.73,1442.65,1122.63,1336.98,1265.79,1336.08,1189.45,1293.08,1186.77,1198.04,1334.37,1220.9,1351.58,1036.94,1219.34,1224.23,1161.57,1255.45,1297.38,1248.19,1164.62,1263.32,1185.02,1118.84,988.95,1069.15,851.59,736.13,796.29,915.57,852.04,904.83,1124.86,1193.76,1251.15,927.04,1296.27,1291.35,1268.77,976.15,1349.53,1364.02,1339.21,1331.8,1378.52,1383.89,1022.89,1350.81,1520.95,1481.45,1425.84,1215.17,1172.71,1096.74,1281.43,1313.35,1353.45,935.7,1559.03,152.32,1529.14,1396.1,1559.04,1398.94,1332.36,1401.72,1756.99,1837.55,950.11,1288.96,1150.83,484.96,891.42,972.22,887.1,698.12,552.25,525.84,1002.79,621.96,536.51,637.62,771.5,731.72,568.09,667.38,560.12,652.56,732.3,790.04,743.75,629.97,631.65,625.43,713.92,677.75,633.71,530.51,736.98,705.6,569.83,672.18,791.15,646.41,555.21,441.66,493.1,593.94,404.88,866.71,404.85,941.39,395.28,475.32,562.4,371.82,384.76,297.09,378.16,669.57,467.85,501.45,944.7,637.21,589.73,293.87,370.8,284.3,189.49,224.04,510.58,380.06,297.55,695.47,382.12,358.35,956.73,496.42,369.98,409.33,1212.74,350.68,374.2,330.13,560.95,297.67,977.51,230.8,176.84,132.63,186.38,94.14,187.43,200.06,233.04
103,747.32,833.51,359.39,439.9,243.76,0.0,252.72,316.12,467.4,496.82,486.4,678.51,502.33,465.36,369.27,411.09,282.36,175.0,276.16,142.31,239.11,288.41,629.62,320.72,381.55,266.13,402.86,417.4,470.32,531.73,534.09,495.8,452.78,560.3,467.29,542.15,483.24,647.86,510.33,580.21,604.39,682.34,712.07,675.82,749.72,840.18,779.46,841.58,895.7,1056.38,1010.09,790.63,635.8,515.26,667.45,345.6,575.73,749.17,663.15,617.94,517.22,833.77,916.59,675.91,597.35,530.14,465.57,550.28,672.59,747.36,712.35,664.05,636.11,728.91,815.18,680.54,837.84,724.37,883.48,954.52,806.48,758.77,675.23,664.95,572.48,792.36,587.19,796.74,739.44,842.81,872.08,859.45,922.83,1003.62,989.43,1219.35,1185.4,968.73,1085.09,986.95,935.39,1135.77,944.71,999.24,1023.34,1144.42,1124.93,1022.65,767.16,897.0,983.25,1107.36,1015.62,1076.42,978.12,891.93,901.3,1155.72,1200.59,1358.51,1038.49,1252.84,1181.65,1251.94,1105.31,1208.95,1102.63,1113.91,1250.23,1136.76,1178.6,952.81,1097.52,1102.41,1039.75,1133.63,1159.38,1110.19,1026.62,1125.32,1047.02,980.84,904.81,931.15,713.59,643.72,716.97,777.57,714.04,766.83,986.86,1055.76,1113.14,842.9,1158.27,1153.34,1130.77,892.02,1227.71,1279.89,1255.08,1247.66,1294.38,1299.75,938.76,1266.67,1436.81,1397.31,1341.7,1263.8,1312.28,1012.6,1330.07,1361.99,1402.09,851.56,1474.89,184.42,1445.0,1311.97,1474.9,1314.81,1194.36,1263.71,1618.99,1699.55,865.97,1150.96,1012.83,591.61,1023.56,1104.36,1019.24,818.6,468.11,441.7,913.43,537.82,452.37,553.48,687.36,647.58,598.43,578.01,608.76,701.2,780.94,700.67,659.61,678.61,738.23,614.08,750.71,805.96,730.8,627.61,834.08,802.7,480.46,769.28,888.24,743.5,652.3,538.75,590.19,691.03,458.29,782.57,531.99,857.25,492.37,572.41,659.49,416.74,366.95,394.19,479.94,766.66,564.94,614.71,860.56,553.07,721.87,390.96,472.58,255.71,248.55,335.7,372.58,295.92,213.41,611.33,297.98,268.98,867.36,407.05,490.46,319.96,1128.6,261.31,284.83,240.76,471.58,208.3,1074.6,146.66,288.5,145.94,287.93,191.24,317.21,297.16,353.52
104,874.03,943.02,293.96,383.78,106.87,216.69,0.0,117.13,300.57,325.48,293.65,788.02,312.94,272.62,143.85,267.59,210.94,150.01,251.17,265.77,340.06,389.36,739.14,326.61,377.97,241.14,428.17,442.7,476.35,504.18,597.24,509.94,497.33,669.81,568.25,643.1,584.19,748.82,554.89,681.16,648.95,783.3,813.03,776.77,859.23,941.13,880.41,942.53,996.65,1157.33,1111.05,900.14,745.32,515.85,776.96,355.37,519.61,749.76,764.11,448.88,626.73,943.28,1026.1,619.79,541.23,639.65,409.45,494.16,616.47,679.07,543.3,495.0,443.36,536.16,622.44,790.05,645.1,531.62,984.43,1055.47,907.43,803.32,719.79,709.51,617.04,792.95,696.7,797.33,740.03,843.4,872.67,839.6,968.28,1004.21,1034.88,1251.04,1185.99,1095.43,1085.68,987.54,935.98,1245.28,1054.22,1108.76,1132.85,1253.93,1234.44,1132.16,893.87,1023.71,1092.76,1216.88,1116.57,1177.37,1079.07,992.88,1002.25,1265.23,1310.1,1468.02,1148.0,1362.35,1291.17,1361.45,1214.83,1318.46,1212.14,1223.42,1359.75,1246.27,1279.56,1062.32,1198.47,1203.36,1140.7,1234.58,1260.33,1211.14,1127.57,1226.27,1147.97,1081.79,1014.33,1032.1,758.15,629.26,689.43,819.28,758.59,811.38,1087.82,1156.72,1214.1,952.41,1259.22,1254.3,1231.72,1001.53,1328.66,1389.4,1364.59,1357.17,1403.89,1409.26,1048.27,1376.18,1546.32,1506.83,1451.21,1264.39,1221.94,1122.11,1330.66,1362.58,1402.68,961.08,1584.4,99.97,1554.51,1421.48,1584.41,1424.32,1295.32,1364.67,1719.94,1800.51,975.49,1195.52,1057.38,439.44,955.78,1036.57,951.46,762.48,577.62,551.21,1040.13,647.33,561.89,663.0,796.88,757.09,617.32,704.72,609.35,701.79,781.53,827.38,769.13,679.2,709.76,614.67,751.3,784.62,740.57,637.38,843.85,812.47,607.17,779.05,898.02,704.75,626.22,548.52,564.11,672.72,454.1,892.08,511.71,966.77,502.14,551.95,613.91,421.05,433.04,403.96,438.81,710.9,536.56,565.81,970.07,662.58,654.09,391.24,431.45,321.79,296.35,284.69,473.53,405.43,322.92,720.84,407.49,395.69,994.07,533.75,434.34,436.62,1238.11,377.97,411.54,366.33,598.29,335.01,1084.37,256.18,300.38,212.02,140.85,201.01,265.04,306.93,297.4
106,958.03,1044.22,188.13,277.95,157.7,267.46,117.13,0.0,194.74,219.65,188.26,889.23,211.7,171.38,102.45,287.74,231.09,267.14,368.3,382.91,457.19,506.49,840.34,443.74,495.1,358.27,545.3,559.83,593.48,621.31,714.37,627.07,614.46,771.01,685.38,760.24,701.32,865.95,672.02,798.29,766.08,900.43,930.16,893.91,960.43,1058.26,997.55,1059.67,1113.78,1274.46,1228.18,1001.35,846.52,670.67,878.16,368.52,413.78,904.57,881.24,343.05,727.93,1044.48,1127.3,513.96,435.39,740.85,303.61,388.33,510.64,573.24,437.46,389.17,337.97,430.77,517.04,891.25,539.7,426.23,1101.56,1172.6,1024.56,920.46,836.92,826.64,734.17,906.1,797.9,952.14,894.84,998.21,1015.59,852.75,981.43,1081.02,1023.91,1203.58,1208.08,1179.44,1198.03,1142.35,1090.79,1346.48,1155.42,1209.96,1234.06,1355.13,1335.64,1233.36,977.88,1107.71,1193.96,1318.08,1233.7,1294.5,1196.21,1110.02,1119.38,1366.43,1411.31,1527.56,1249.21,1463.55,1392.37,1462.65,1316.03,1419.66,1313.35,1324.62,1460.95,1347.47,1396.69,1163.52,1315.6,1320.49,1257.83,1351.71,1377.46,1328.27,1244.71,1343.4,1265.11,1198.92,1115.53,1149.24,875.28,746.39,806.56,936.41,875.72,928.51,1204.95,1273.85,1331.23,1053.61,1376.35,1371.43,1348.85,1102.73,1445.79,1490.6,1465.79,1458.38,1505.09,1510.47,1149.47,1477.38,1647.53,1608.03,1552.41,1373.4,1330.94,1223.31,1439.66,1471.59,1511.68,1062.28,1685.6,201.18,1655.71,1522.68,1685.62,1525.52,1412.45,1481.8,1837.08,1917.64,1076.69,1312.65,1174.51,338.2,849.95,930.74,845.63,656.65,678.82,652.41,1124.14,748.53,663.09,764.2,898.08,858.29,772.13,788.73,764.16,856.6,936.34,911.38,870.33,834.01,751.66,745.44,833.93,797.77,753.72,650.53,782.95,809.35,691.18,647.72,766.68,598.92,520.39,561.68,458.27,566.88,609.51,993.28,524.86,1067.97,489.99,446.11,508.08,558.15,504.77,429.59,332.98,605.07,430.72,459.98,1071.27,763.78,548.26,285.41,325.61,424.36,333.19,178.85,590.67,506.64,424.12,822.04,508.69,479.7,1078.07,617.76,328.51,530.68,1339.31,472.03,495.55,451.47,682.3,419.02,1036.92,357.38,194.55,272.83,161.01,239.49,159.21,340.12,191.57
107,1086.93,1166.09,123.54,190.48,261.79,494.47,303.14,197.31,0.0,73.89,148.35,1011.09,277.32,278.37,248.15,403.05,346.4,425.56,528.95,543.56,617.84,667.14,962.2,604.4,655.75,518.92,705.95,729.0,714.64,742.47,835.53,787.72,775.11,892.87,846.03,920.89,861.97,1026.6,832.67,958.94,926.73,1061.08,1090.81,1054.56,1082.29,1218.91,1158.2,1220.31,1274.43,1435.11,1388.83,1123.21,968.38,747.03,1000.02,444.89,326.31,980.94,1041.89,244.44,849.79,1166.34,1249.16,426.49,347.92,862.71,245.09,300.2,423.17,474.63,338.86,290.56,189.02,305.98,392.25,1013.11,464.14,350.67,1262.21,1333.25,1185.21,1081.1,997.57,987.29,894.82,982.46,919.76,1028.51,971.21,1074.58,1091.96,929.12,1057.8,1157.39,1160.6,1340.27,1344.77,1308.33,1334.71,1218.72,1167.16,1468.34,1277.29,1331.82,1355.92,1476.99,1457.51,1355.22,1106.77,1236.6,1315.82,1439.94,1394.35,1455.15,1356.86,1270.67,1280.03,1488.29,1533.17,1664.25,1371.07,1585.42,1514.23,1584.51,1437.89,1541.52,1435.21,1446.48,1582.81,1469.33,1600.02,1285.38,1476.25,1481.14,1418.48,1512.36,1538.11,1488.92,1405.36,1504.05,1425.76,1359.57,1237.39,1309.89,1035.93,867.55,927.72,1057.57,1036.38,1089.16,1365.6,1434.5,1491.88,1175.48,1537.0,1532.08,1509.5,1224.59,1606.44,1612.46,1587.65,1580.24,1626.95,1632.33,1271.33,1599.24,1769.39,1729.89,1674.28,1510.09,1467.63,1345.18,1576.35,1608.28,1648.37,1184.14,1807.46,387.19,1777.57,1644.54,1807.48,1647.38,1573.1,1642.45,1997.73,2078.29,1198.55,1489.15,1346.95,267.2,762.47,843.27,758.16,569.17,800.68,774.28,1253.03,870.39,784.95,886.06,1019.94,948.56,848.5,917.62,840.53,932.97,1012.71,1040.27,992.19,910.38,828.03,821.81,910.3,874.14,830.09,726.9,919.63,946.04,820.07,784.4,903.37,657.43,657.08,638.04,534.64,561.31,685.88,1115.15,601.23,1189.83,566.36,522.48,485.2,634.52,581.14,505.96,409.34,517.6,437.39,372.51,1193.13,885.64,460.79,361.78,341.01,500.73,409.56,255.22,751.32,539.3,545.98,943.91,630.55,608.59,1206.96,746.65,241.04,659.57,1461.18,600.92,624.44,580.36,811.19,547.91,1173.6,479.24,270.91,385.49,297.58,315.85,237.36,416.49,194.21
